#
#
# US Geological Survey
# retrieved: 2023-04-03 13:54:57 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/current
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2023-04-03 13:54:57 EDT
#
# there are 272 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	415657087382101	RAIN GAGE AT LAKE VIEW, IL	41.94916667	-87.63916670	S	NAD83
USGS	415812111203901	Bear Lake 2.7 mi E of Bear Lake State Park Marina	41.96990830	-111.34406670	1	NAD83
USGS	415941111175401	Bear Lake nr east shore 0.4 mi S of UT-ID border	41.99471667	-111.29846670	S	NAD83
USGS	420119087445101	RAIN GAGE AT OAKTON COLLEGE AT SKOKIE, IL	42.02194444	-87.74750000	S	NAD83
USGS	420121087523201	RAIN GAGE AT DES PLAINES, IL	42.02250000	-87.87555560	S	NAD83
USGS	420350073193600	MA-SJW 58R SHEFFIELD GW MET STATION, MA	42.06388889	-73.32666670	S	NAD83
USGS	420626087452301	RAIN GAGE AT WINNETKA GOLF CLUB AT WINNETKA, IL	42.10722220	-87.75638889	S	NAD83
USGS	420638087520501	RAIN GAGE AT NORTH BROOK, IL	42.11055556	-87.86805560	S	NAD83
USGS	421747088270701	44N7E-17.8h1 (WOOD-08-01)	42.29641944	-88.45194170	1	NAD83
USGS	422302071083801	FRESH POND IN GATE HOUSE AT CAMBRIDGE, MA	42.38388889	-71.14388889	S	NAD83
USGS	422518071162501	CAMBRIDGE RES., MET. STATION, NEAR LEXINGTON, MA			1	
USGS	422622122004000	MID-NORTH - LOWER  - MDNL	42.43916489	-122.01223880	1	NAD83
USGS	423957073003500	TOWN OF FLORIDA WEATHER STATION FLORIDA, MA	42.66583330	-73.00972220	S	NAD83
USGS	425435091281101	Big Spring Fish Hatchery near Elkader, IA NADP/NTN	42.90970607	-91.46986340	S	NAD83
USGS	441411073544501	CONTROL, S SIDE RT 73 CATCH BASIN OUTLET NR N ELBA	44.23650000	-73.91263889	1	NAD83
USGS	441815069483401	Augusta Climatological Station at Augusta, Maine	44.30416667	-69.80944440	5	NAD83
USGS	445810070463201	Oquossoc Climate Station nr Rangeley, Maine	44.96944440	-70.77555560	S	NAD83
USGS	451126069271001	Abbot Climate Station at Abbot Village, Maine	45.19050000	-69.45281940	S	NAD83
USGS	451317070115201	Flagstaff Climate Station at Flagstaff Dam, Maine	45.22147220	-70.19767500	5	NAD83
USGS	471938120245200	PV1 PRECIP SITE ABV MISSION CR NR WENATCHEE, WA	47.32722220	-120.41444440	S	NAD83
USGS	472423120261300	CN3 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE, WA	47.40638889	-120.43694440	S	NAD83
USGS	472516120261400	CN2 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE, WA	47.42111110	-120.43722220	S	NAD83
USGS	472615120255800	CN1 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE, WA	47.43750000	-120.43277780	S	NAD83
